ubicageo_d,entidad_c,entifed1,municip1,mariamtt,mariam1,mariam2
16076,16,MICHOACÁN DE OCAMPO,SAHUAYO,0,0,0
16077,16,MICHOACÁN DE OCAMPO,SAN LUCAS,0,0,0
16078,16,MICHOACÁN DE OCAMPO,SANTA ANA MAYA,0,0,0
16079,16,MICHOACÁN DE OCAMPO,SALVADOR ESCALANTE,0,0,0
16080,16,MICHOACÁN DE OCAMPO,SENGUIO,0,0,0
16081,16,MICHOACÁN DE OCAMPO,SUSUPUATO,0,0,0
16082,16,MICHOACÁN DE OCAMPO,TACÁMBARO,0,0,0
16083,16,MICHOACÁN DE OCAMPO,TANCÍTARO,0,0,0
16084,16,MICHOACÁN DE OCAMPO,TANGAMANDAPIO,0,0,0
16085,16,MICHOACÁN DE OCAMPO,TANGANCÍCUARO,0,0,0
16086,16,MICHOACÁN DE OCAMPO,TANHUATO,0,0,0
16087,16,MICHOACÁN DE OCAMPO,TARETAN,0,0,0
16088,16,MICHOACÁN DE OCAMPO,TARÍMBARO,0,0,0
16089,16,MICHOACÁN DE OCAMPO,TEPALCATEPEC,0,0,0
16090,16,MICHOACÁN DE OCAMPO,TINGAMBATO,0,0,0
16091,16,MICHOACÁN DE OCAMPO,TINGÜINDÍN,0,0,0
16092,16,MICHOACÁN DE OCAMPO,TIQUICHEO DE NICOLÁS ROMERO,0,0,0
16093,16,MICHOACÁN DE OCAMPO,TLALPUJAHUA,0,0,0
16094,16,MICHOACÁN DE OCAMPO,TLAZAZALCA,0,0,0
16095,16,MICHOACÁN DE OCAMPO,TOCUMBO,0,0,0
16096,16,MICHOACÁN DE OCAMPO,TUMBISCATÍO,0,0,0
16097,16,MICHOACÁN DE OCAMPO,TURICATO,0,0,0
16098,16,MICHOACÁN DE OCAMPO,TUXPAN,0,0,0
16099,16,MICHOACÁN DE OCAMPO,TUZANTLA,0,0,0
16100,16,MICHOACÁN DE OCAMPO,TZINTZUNTZAN,0,0,0
16101,16,MICHOACÁN DE OCAMPO,TZITZIO,0,0,0
16102,16,MICHOACÁN DE OCAMPO,URUAPAN,0,0,0
16103,16,MICHOACÁN DE OCAMPO,VENUSTIANO CARRANZA,0,0,0
16104,16,MICHOACÁN DE OCAMPO,VILLAMAR,0,0,0
16105,16,MICHOACÁN DE OCAMPO,VISTA HERMOSA,0,0,0
16106,16,MICHOACÁN DE OCAMPO,YURÉCUARO,0,0,0
16107,16,MICHOACÁN DE OCAMPO,ZACAPU,0,0,0
16108,16,MICHOACÁN DE OCAMPO,ZAMORA,0,0,0
16109,16,MICHOACÁN DE OCAMPO,ZINÁPARO,0,0,0
16110,16,MICHOACÁN DE OCAMPO,ZINAPÉCUARO,0,0,0
16111,16,MICHOACÁN DE OCAMPO,ZIRACUARETIRO,0,0,0
16112,16,MICHOACÁN DE OCAMPO,ZITÁCUARO,0,0,0
16113,16,MICHOACÁN DE OCAMPO,JOSÉ SIXTO VERDUZCO,0,0,0
16997,16,MICHOACÁN DE OCAMPO,NO ESPECIFICADO,,,
17001,17,MORELOS,AMACUZAC,0,0,0
17002,17,MORELOS,ATLATLAHUCAN,0,0,0
17003,17,MORELOS,AXOCHIAPAN,0,0,0
17004,17,MORELOS,AYALA,0,0,0
17005,17,MORELOS,COATLÁN DEL RÍO,0,0,0
17006,17,MORELOS,CUAUTLA,0,0,0
17007,17,MORELOS,CUERNAVACA,0,0,0
17008,17,MORELOS,EMILIANO ZAPATA,0,0,0
17009,17,MORELOS,HUITZILAC,0,0,0
17010,17,MORELOS,JANTETELCO,0,0,0
17011,17,MORELOS,JIUTEPEC,0,0,0
17012,17,MORELOS,JOJUTLA,0,0,0
17013,17,MORELOS,JONACATEPEC,0,0,0
17014,17,MORELOS,MAZATEPEC,0,0,0
17015,17,MORELOS,MIACATLÁN,0,0,0
17016,17,MORELOS,OCUITUCO,0,0,0
17017,17,MORELOS,PUENTE DE IXTLA,0,0,0
17018,17,MORELOS,TEMIXCO,0,0,0
17019,17,MORELOS,TEPALCINGO,0,0,0
17020,17,MORELOS,TEPOZTLÁN,0,0,0
17021,17,MORELOS,TETECALA,0,0,0
17022,17,MORELOS,TETELA DEL VOLCÁN,0,0,0
17023,17,MORELOS,TLALNEPANTLA,0,0,0
17024,17,MORELOS,TLALTIZAPÁN DE ZAPATA,0,0,0
17025,17,MORELOS,TLAQUILTENANGO,0,0,0
17026,17,MORELOS,TLAYACAPAN,0,0,0
17027,17,MORELOS,TOTOLAPAN,0,0,0
17028,17,MORELOS,XOCHITEPEC,0,0,0
17029,17,MORELOS,YAUTEPEC,0,0,0
17030,17,MORELOS,YECAPIXTLA,0,0,0
17031,17,MORELOS,ZACATEPEC,0,0,0
17032,17,MORELOS,ZACUALPAN DE AMILPAS,0,0,0
17033,17,MORELOS,TEMOAC,0,0,0
17034,17,MORELOS,COATETELCO,0,0,0
17035,17,MORELOS,XOXOCOTLA,0,0,0
17036,17,MORELOS,HUEYAPAN,0,0,0
17997,17,MORELOS,NO ESPECIFICADO,,,
18001,18,NAYARIT,ACAPONETA,0,0,0
18002,18,NAYARIT,AHUACATLÁN,0,0,0
18003,18,NAYARIT,AMATLÁN DE CAÑAS,0,0,0
18004,18,NAYARIT,COMPOSTELA,0,0,0
18005,18,NAYARIT,HUAJICORI,0,0,0
18006,18,NAYARIT,IXTLÁN DEL RÍO,0,0,0
18007,18,NAYARIT,JALA,0,0,0
18008,18,NAYARIT,XALISCO,0,0,0
18009,18,NAYARIT,DEL NAYAR,0,0,0
18010,18,NAYARIT,ROSAMORADA,0,0,0
18011,18,NAYARIT,RUÍZ,0,0,0
18012,18,NAYARIT,SAN BLAS,0,0,0
18013,18,NAYARIT,SAN PEDRO LAGUNILLAS,0,0,0
18014,18,NAYARIT,SANTA MARÍA DEL ORO,0,0,0
18015,18,NAYARIT,SANTIAGO IXCUINTLA,0,0,0
18016,18,NAYARIT,TECUALA,0,0,0
18017,18,NAYARIT,TEPIC,0,0,0
18018,18,NAYARIT,TUXPAN,0,0,0
18019,18,NAYARIT,LA YESCA,0,0,0
18020,18,NAYARIT,BAHÍA DE BANDERAS,0,0,0
18997,18,NAYARIT,NO ESPECIFICADO,,,
19001,19,NUEVO LEÓN,ABASOLO,0,0,0
19002,19,NUEVO LEÓN,AGUALEGUAS,0,0,0
19003,19,NUEVO LEÓN,LOS ALDAMAS,0,0,0
19004,19,NUEVO LEÓN,ALLENDE,0,0,0
19005,19,NUEVO LEÓN,ANÁHUAC,0,0,0
19006,19,NUEVO LEÓN,APODACA,0,0,0
19007,19,NUEVO LEÓN,ARAMBERRI,0,0,0
19008,19,NUEVO LEÓN,BUSTAMANTE,0,0,0
19009,19,NUEVO LEÓN,CADEREYTA JIMÉNEZ,0,0,0
19010,19,NUEVO LEÓN,EL CARMEN,0,0,0
19011,19,NUEVO LEÓN,CERRALVO,0,0,0
19012,19,NUEVO LEÓN,CIÉNEGA DE FLORES,0,0,0
19013,19,NUEVO LEÓN,CHINA,0,0,0
19014,19,NUEVO LEÓN,DOCTOR ARROYO,0,0,0
19015,19,NUEVO LEÓN,DOCTOR COSS,0,0,0
19016,19,NUEVO LEÓN,DOCTOR GONZÁLEZ,0,0,0
19017,19,NUEVO LEÓN,GALEANA,0,0,0
19018,19,NUEVO LEÓN,GARCÍA,0,0,0
19019,19,NUEVO LEÓN,SAN PEDRO GARZA GARCÍA,0,0,0
19020,19,NUEVO LEÓN,GENERAL BRAVO,0,0,0
19021,19,NUEVO LEÓN,GENERAL ESCOBEDO,0,0,0
19022,19,NUEVO LEÓN,GENERAL TERÁN,0,0,0
19023,19,NUEVO LEÓN,GENERAL TREVIÑO,0,0,0
19024,19,NUEVO LEÓN,GENERAL ZARAGOZA,0,0,0
19025,19,NUEVO LEÓN,GENERAL ZUAZUA,0,0,0
19026,19,NUEVO LEÓN,GUADALUPE,0,0,0
19027,19,NUEVO LEÓN,LOS HERRERAS,0,0,0
19028,19,NUEVO LEÓN,HIGUERAS,0,0,0
19029,19,NUEVO LEÓN,HUALAHUISES,0,0,0
19030,19,NUEVO LEÓN,ITURBIDE,0,0,0
19031,19,NUEVO LEÓN,JUÁREZ,0,0,0
19032,19,NUEVO LEÓN,LAMPAZOS DE NARANJO,0,0,0
19033,19,NUEVO LEÓN,LINARES,0,0,0
19034,19,NUEVO LEÓN,MARÍN,0,0,0
19035,19,NUEVO LEÓN,MELCHOR OCAMPO,0,0,0
19036,19,NUEVO LEÓN,MIER Y NORIEGA,0,0,0
19037,19,NUEVO LEÓN,MINA,0,0,0
19038,19,NUEVO LEÓN,MONTEMORELOS,0,0,0
19039,19,NUEVO LEÓN,MONTERREY,0,0,0
19040,19,NUEVO LEÓN,PARÁS,0,0,0
19041,19,NUEVO LEÓN,PESQUERÍA,0,0,0
19042,19,NUEVO LEÓN,LOS RAMONES,0,0,0
19043,19,NUEVO LEÓN,RAYONES,0,0,0
19044,19,NUEVO LEÓN,SABINAS HIDALGO,0,0,0
19045,19,NUEVO LEÓN,SALINAS VICTORIA,0,0,0
19046,19,NUEVO LEÓN,SAN NICOLÁS DE LOS GARZA,0,0,0
19047,19,NUEVO LEÓN,HIDALGO,0,0,0
19048,19,NUEVO LEÓN,SANTA CATARINA,0,0,0
19049,19,NUEVO LEÓN,SANTIAGO,0,0,0
19050,19,NUEVO LEÓN,VALLECILLO,0,0,0
19051,19,NUEVO LEÓN,VILLALDAMA,0,0,0
19997,19,NUEVO LEÓN,NO ESPECIFICADO,,,
20001,20,OAXACA,ABEJONES,0,0,0
20002,20,OAXACA,ACATLÁN DE PÉREZ FIGUEROA,0,0,0
20003,20,OAXACA,ASUNCIÓN CACALOTEPEC,0,0,0
20004,20,OAXACA,ASUNCIÓN CUYOTEPEJI,0,0,0
20005,20,OAXACA,ASUNCIÓN IXTALTEPEC,0,0,0
20006,20,OAXACA,ASUNCIÓN NOCHIXTLÁN,0,0,0
20007,20,OAXACA,ASUNCIÓN OCOTLÁN,0,0,0
20008,20,OAXACA,ASUNCIÓN TLACOLULITA,0,0,0
20009,20,OAXACA,AYOTZINTEPEC,0,0,0
20010,20,OAXACA,EL BARRIO DE LA SOLEDAD,0,0,0
20011,20,OAXACA,CALIHUALÁ,0,0,0
20012,20,OAXACA,CANDELARIA LOXICHA,0,0,0
20013,20,OAXACA,CIÉNEGA DE ZIMATLÁN,0,0,0
20014,20,OAXACA,CIUDAD IXTEPEC,0,0,0
20015,20,OAXACA,COATECAS ALTAS,0,0,0
20016,20,OAXACA,COICOYÁN DE LAS FLORES,0,0,0
20017,20,OAXACA,LA COMPAÑÍA,0,0,0
20018,20,OAXACA,CONCEPCIÓN BUENAVISTA,0,0,0
20019,20,OAXACA,CONCEPCIÓN PÁPALO,0,0,0
20020,20,OAXACA,CONSTANCIA DEL ROSARIO,0,0,0
20021,20,OAXACA,COSOLAPA,0,0,0
20022,20,OAXACA,COSOLTEPEC,0,0,0
20023,20,OAXACA,CUILÁPAM DE GUERRERO,0,0,0
20024,20,OAXACA,CUYAMECALCO VILLA DE ZARAGOZA,0,0,0
20025,20,OAXACA,CHAHUITES,0,0,0
20026,20,OAXACA,CHALCATONGO DE HIDALGO,0,0,0
20027,20,OAXACA,CHIQUIHUITLÁN DE BENITO JUÁREZ,0,0,0
20028,20,OAXACA,HEROICA CIUDAD DE EJUTLA DE CRESPO,0,0,0
20029,20,OAXACA,ELOXOCHITLÁN DE FLORES MAGÓN,0,0,0
20030,20,OAXACA,EL ESPINAL,0,0,0
20031,20,OAXACA,TAMAZULÁPAM DEL ESPÍRITU SANTO,0,0,0
20032,20,OAXACA,FRESNILLO DE TRUJANO,0,0,0
20033,20,OAXACA,GUADALUPE ETLA,0,0,0
20034,20,OAXACA,GUADALUPE DE RAMÍREZ,0,0,0
20035,20,OAXACA,GUELATAO DE JUÁREZ,0,0,0
20036,20,OAXACA,GUEVEA DE HUMBOLDT,0,0,0
20037,20,OAXACA,MESONES HIDALGO,0,0,0
20038,20,OAXACA,VILLA HIDALGO,0,0,0
20039,20,OAXACA,HEROICA CIUDAD DE HUAJUAPAN DE LEÓN,0,0,0
20040,20,OAXACA,HUAUTEPEC,0,0,0
20041,20,OAXACA,HUAUTLA DE JIMÉNEZ,0,0,0
20042,20,OAXACA,IXTLÁN DE JUÁREZ,0,0,0
20043,20,OAXACA,HEROICA CIUDAD DE JUCHITÁN DE ZARAGOZA,0,0,0
20044,20,OAXACA,LOMA BONITA,0,0,0
20045,20,OAXACA,MAGDALENA APASCO,0,0,0
20046,20,OAXACA,MAGDALENA JALTEPEC,0,0,0
20047,20,OAXACA,SANTA MAGDALENA JICOTLÁN,0,0,0
20048,20,OAXACA,MAGDALENA MIXTEPEC,0,0,0
20049,20,OAXACA,MAGDALENA OCOTLÁN,0,0,0
20050,20,OAXACA,MAGDALENA PEÑASCO,0,0,0
20051,20,OAXACA,MAGDALENA TEITIPAC,0,0,0
20052,20,OAXACA,MAGDALENA TEQUISISTLÁN,0,0,0
20053,20,OAXACA,MAGDALENA TLACOTEPEC,0,0,0
20054,20,OAXACA,MAGDALENA ZAHUATLÁN,0,0,0
20055,20,OAXACA,MARISCALA DE JUÁREZ,0,0,0
20056,20,OAXACA,MÁRTIRES DE TACUBAYA,0,0,0
20057,20,OAXACA,MATÍAS ROMERO AVENDAÑO,0,0,0
20058,20,OAXACA,MAZATLÁN VILLA DE FLORES,0,0,0
20059,20,OAXACA,MIAHUATLÁN DE PORFIRIO DÍAZ,0,0,0
20060,20,OAXACA,MIXISTLÁN DE LA REFORMA,0,0,0
20061,20,OAXACA,MONJAS,0,0,0
20062,20,OAXACA,NATIVIDAD,0,0,0
20063,20,OAXACA,NAZARENO ETLA,0,0,0
20064,20,OAXACA,NEJAPA DE MADERO,0,0,0
20065,20,OAXACA,IXPANTEPEC NIEVES,0,0,0
20066,20,OAXACA,SANTIAGO NILTEPEC,0,0,0
20067,20,OAXACA,OAXACA DE JUÁREZ,0,0,0
20068,20,OAXACA,OCOTLÁN DE MORELOS,0,0,0
20069,20,OAXACA,LA PE,0,0,0
20070,20,OAXACA,PINOTEPA DE DON LUIS,0,0,0
20071,20,OAXACA,PLUMA HIDALGO,0,0,0
20072,20,OAXACA,SAN JOSÉ DEL PROGRESO,0,0,0
20073,20,OAXACA,PUTLA VILLA DE GUERRERO,0,0,0
20074,20,OAXACA,SANTA CATARINA QUIOQUITANI,0,0,0
20075,20,OAXACA,REFORMA DE PINEDA,0,0,0
20076,20,OAXACA,LA REFORMA,0,0,0
20077,20,OAXACA,REYES ETLA,0,0,0
20078,20,OAXACA,ROJAS DE CUAUHTÉMOC,0,0,0
20079,20,OAXACA,SALINA CRUZ,0,0,0
20080,20,OAXACA,SAN AGUSTÍN AMATENGO,0,0,0
20081,20,OAXACA,SAN AGUSTÍN ATENANGO,0,0,0
20082,20,OAXACA,SAN AGUSTÍN CHAYUCO,0,0,0
20083,20,OAXACA,SAN AGUSTÍN DE LAS JUNTAS,0,0,0
20084,20,OAXACA,SAN AGUSTÍN ETLA,0,0,0
20085,20,OAXACA,SAN AGUSTÍN LOXICHA,0,0,0
20086,20,OAXACA,SAN AGUSTÍN TLACOTEPEC,0,0,0
20087,20,OAXACA,SAN AGUSTÍN YATARENI,0,0,0
20088,20,OAXACA,SAN ANDRÉS CABECERA NUEVA,0,0,0
20089,20,OAXACA,SAN ANDRÉS DINICUITI,0,0,0
20090,20,OAXACA,SAN ANDRÉS HUAXPALTEPEC,0,0,0
20091,20,OAXACA,SAN ANDRÉS HUAYÁPAM,0,0,0
20092,20,OAXACA,SAN ANDRÉS IXTLAHUACA,0,0,0
20093,20,OAXACA,SAN ANDRÉS LAGUNAS,0,0,0
20094,20,OAXACA,SAN ANDRÉS NUXIÑO,0,0,0
20095,20,OAXACA,SAN ANDRÉS PAXTLÁN,0,0,0
20096,20,OAXACA,SAN ANDRÉS SINAXTLA,0,0,0
20097,20,OAXACA,SAN ANDRÉS SOLAGA,0,0,0
20098,20,OAXACA,SAN ANDRÉS TEOTILÁLPAM,0,0,0
20099,20,OAXACA,SAN ANDRÉS TEPETLAPA,0,0,0
20100,20,OAXACA,SAN ANDRÉS YAÁ,0,0,0
20101,20,OAXACA,SAN ANDRÉS ZABACHE,0,0,0
20102,20,OAXACA,SAN ANDRÉS ZAUTLA,0,0,0
20103,20,OAXACA,SAN ANTONINO CASTILLO VELASCO,0,0,0
20104,20,OAXACA,SAN ANTONINO EL ALTO,0,0,0
20105,20,OAXACA,SAN ANTONINO MONTE VERDE,0,0,0
20106,20,OAXACA,SAN ANTONIO ACUTLA,0,0,0
20107,20,OAXACA,SAN ANTONIO DE LA CAL,0,0,0
20108,20,OAXACA,SAN ANTONIO HUITEPEC,0,0,0
20109,20,OAXACA,SAN ANTONIO NANAHUATÍPAM,0,0,0
20110,20,OAXACA,SAN ANTONIO SINICAHUA,0,0,0
20111,20,OAXACA,SAN ANTONIO TEPETLAPA,0,0,0
20112,20,OAXACA,SAN BALTAZAR CHICHICÁPAM,0,0,0
20113,20,OAXACA,SAN BALTAZAR LOXICHA,0,0,0
20114,20,OAXACA,SAN BALTAZAR YATZACHI EL BAJO,0,0,0
20115,20,OAXACA,SAN BARTOLO COYOTEPEC,0,0,0
20116,20,OAXACA,SAN BARTOLOMÉ AYAUTLA,0,0,0
20117,20,OAXACA,SAN BARTOLOMÉ LOXICHA,0,0,0
20118,20,OAXACA,SAN BARTOLOMÉ QUIALANA,0,0,0
20119,20,OAXACA,SAN BARTOLOMÉ YUCUAÑE,0,0,0
20120,20,OAXACA,SAN BARTOLOMÉ ZOOGOCHO,0,0,0
20121,20,OAXACA,SAN BARTOLO SOYALTEPEC,0,0,0
20122,20,OAXACA,SAN BARTOLO YAUTEPEC,0,0,0
20123,20,OAXACA,SAN BERNARDO MIXTEPEC,0,0,0
20124,20,OAXACA,SAN BLAS ATEMPA,0,0,0
20125,20,OAXACA,SAN CARLOS YAUTEPEC,0,0,0
20126,20,OAXACA,SAN CRISTÓBAL AMATLÁN,0,0,0
20127,20,OAXACA,SAN CRISTÓBAL AMOLTEPEC,0,0,0
20128,20,OAXACA,SAN CRISTÓBAL LACHIRIOAG,0,0,0
20129,20,OAXACA,SAN CRISTÓBAL SUCHIXTLAHUACA,0,0,0
20130,20,OAXACA,SAN DIONISIO DEL MAR,0,0,0
20131,20,OAXACA,SAN DIONISIO OCOTEPEC,0,0,0
20132,20,OAXACA,SAN DIONISIO OCOTLÁN,0,0,0
20133,20,OAXACA,SAN ESTEBAN ATATLAHUCA,0,0,0
20134,20,OAXACA,SAN FELIPE JALAPA DE DÍAZ,0,0,0
20135,20,OAXACA,SAN FELIPE TEJALÁPAM,0,0,0
20136,20,OAXACA,SAN FELIPE USILA,0,0,0
20137,20,OAXACA,SAN FRANCISCO CAHUACUÁ,0,0,0
20138,20,OAXACA,SAN FRANCISCO CAJONOS,0,0,0
20139,20,OAXACA,SAN FRANCISCO CHAPULAPA,0,0,0
20140,20,OAXACA,SAN FRANCISCO CHINDÚA,0,0,0
20141,20,OAXACA,SAN FRANCISCO DEL MAR,0,0,0
20142,20,OAXACA,SAN FRANCISCO HUEHUETLÁN,0,0,0
20143,20,OAXACA,SAN FRANCISCO IXHUATÁN,0,0,0
20144,20,OAXACA,SAN FRANCISCO JALTEPETONGO,0,0,0
20145,20,OAXACA,SAN FRANCISCO LACHIGOLÓ,0,0,0
20146,20,OAXACA,SAN FRANCISCO LOGUECHE,0,0,0
20147,20,OAXACA,SAN FRANCISCO NUXAÑO,0,0,0
20148,20,OAXACA,SAN FRANCISCO OZOLOTEPEC,0,0,0
20149,20,OAXACA,SAN FRANCISCO SOLA,0,0,0
20150,20,OAXACA,SAN FRANCISCO TELIXTLAHUACA,0,0,0
20151,20,OAXACA,SAN FRANCISCO TEOPAN,0,0,0
20152,20,OAXACA,SAN FRANCISCO TLAPANCINGO,0,0,0
20153,20,OAXACA,SAN GABRIEL MIXTEPEC,0,0,0
20154,20,OAXACA,SAN ILDEFONSO AMATLÁN,0,0,0
20155,20,OAXACA,SAN ILDEFONSO SOLA,0,0,0
20156,20,OAXACA,SAN ILDEFONSO VILLA ALTA,0,0,0
20157,20,OAXACA,SAN JACINTO AMILPAS,0,0,0
20158,20,OAXACA,SAN JACINTO TLACOTEPEC,0,0,0
20159,20,OAXACA,SAN JERÓNIMO COATLÁN,0,0,0
20160,20,OAXACA,SAN JERÓNIMO SILACAYOAPILLA,0,0,0
20161,20,OAXACA,SAN JERÓNIMO SOSOLA,0,0,0
20162,20,OAXACA,SAN JERÓNIMO TAVICHE,0,0,0
20163,20,OAXACA,SAN JERÓNIMO TECÓATL,0,0,0
20164,20,OAXACA,SAN JORGE NUCHITA,0,0,0
20165,20,OAXACA,SAN JOSÉ AYUQUILA,0,0,0
20166,20,OAXACA,SAN JOSÉ CHILTEPEC,0,0,0
20167,20,OAXACA,SAN JOSÉ DEL PEÑASCO,0,0,0
20168,20,OAXACA,SAN JOSÉ ESTANCIA GRANDE,0,0,0
20169,20,OAXACA,SAN JOSÉ INDEPENDENCIA,0,0,0
20170,20,OAXACA,SAN JOSÉ LACHIGUIRI,0,0,0
20171,20,OAXACA,SAN JOSÉ TENANGO,0,0,0
20172,20,OAXACA,SAN JUAN ACHIUTLA,0,0,0
20173,20,OAXACA,SAN JUAN ATEPEC,0,0,0
20174,20,OAXACA,ÁNIMAS TRUJANO,0,0,0
20175,20,OAXACA,SAN JUAN BAUTISTA ATATLAHUCA,0,0,0
20176,20,OAXACA,SAN JUAN BAUTISTA COIXTLAHUACA,0,0,0
20177,20,OAXACA,SAN JUAN BAUTISTA CUICATLÁN,0,0,0
20178,20,OAXACA,SAN JUAN BAUTISTA GUELACHE,0,0,0
20179,20,OAXACA,SAN JUAN BAUTISTA JAYACATLÁN,0,0,0
20180,20,OAXACA,SAN JUAN BAUTISTA LO DE SOTO,0,0,0
20181,20,OAXACA,SAN JUAN BAUTISTA SUCHITEPEC,0,0,0
20182,20,OAXACA,SAN JUAN BAUTISTA TLACOATZINTEPEC,0,0,0
20183,20,OAXACA,SAN JUAN BAUTISTA TLACHICHILCO,0,0,0
20184,20,OAXACA,SAN JUAN BAUTISTA TUXTEPEC,0,0,0
20185,20,OAXACA,SAN JUAN CACAHUATEPEC,0,0,0
20186,20,OAXACA,SAN JUAN CIENEGUILLA,0,0,0
20187,20,OAXACA,SAN JUAN COATZÓSPAM,0,0,0
20188,20,OAXACA,SAN JUAN COLORADO,0,0,0
20189,20,OAXACA,SAN JUAN COMALTEPEC,0,0,0
20190,20,OAXACA,SAN JUAN COTZOCÓN,0,0,0
20191,20,OAXACA,SAN JUAN CHICOMEZÚCHIL,0,0,0
20192,20,OAXACA,SAN JUAN CHILATECA,0,0,0
20193,20,OAXACA,SAN JUAN DEL ESTADO,0,0,0
20194,20,OAXACA,SAN JUAN DEL RÍO,0,0,0
20195,20,OAXACA,SAN JUAN DIUXI,0,0,0
20196,20,OAXACA,SAN JUAN EVANGELISTA ANALCO,0,0,0
20197,20,OAXACA,SAN JUAN GUELAVÍA,0,0,0
20198,20,OAXACA,SAN JUAN GUICHICOVI,0,0,0
20199,20,OAXACA,SAN JUAN IHUALTEPEC,0,0,0
20200,20,OAXACA,SAN JUAN JUQUILA MIXES,0,0,0
20201,20,OAXACA,SAN JUAN JUQUILA VIJANOS,0,0,0
20202,20,OAXACA,SAN JUAN LACHAO,0,0,0
20203,20,OAXACA,SAN JUAN LACHIGALLA,0,0,0
20204,20,OAXACA,SAN JUAN LAJARCIA,0,0,0
20205,20,OAXACA,SAN JUAN LALANA,0,0,0
20206,20,OAXACA,SAN JUAN DE LOS CUÉS,0,0,0
20207,20,OAXACA,SAN JUAN MAZATLÁN,0,0,0
20208,20,OAXACA,SAN JUAN MIXTEPEC -DTO. 08 -,0,0,0
20209,20,OAXACA,SAN JUAN MIXTEPEC -DTO. 26 -,0,0,0
20210,20,OAXACA,SAN JUAN ÑUMÍ,0,0,0
20211,20,OAXACA,SAN JUAN OZOLOTEPEC,0,0,0
20212,20,OAXACA,SAN JUAN PETLAPA,0,0,0
20213,20,OAXACA,SAN JUAN QUIAHIJE,0,0,0
20214,20,OAXACA,SAN JUAN QUIOTEPEC,0,0,0
20215,20,OAXACA,SAN JUAN SAYULTEPEC,0,0,0
20216,20,OAXACA,SAN JUAN TABAÁ,0,0,0
20217,20,OAXACA,SAN JUAN TAMAZOLA,0,0,0
20218,20,OAXACA,SAN JUAN TEITA,0,0,0
20219,20,OAXACA,SAN JUAN TEITIPAC,0,0,0
20220,20,OAXACA,SAN JUAN TEPEUXILA,0,0,0
20221,20,OAXACA,SAN JUAN TEPOSCOLULA,0,0,0
20222,20,OAXACA,SAN JUAN YAEÉ,0,0,0
20223,20,OAXACA,SAN JUAN YATZONA,0,0,0
20224,20,OAXACA,SAN JUAN YUCUITA,0,0,0
20225,20,OAXACA,SAN LORENZO,0,0,0
20226,20,OAXACA,SAN LORENZO ALBARRADAS,0,0,0
20227,20,OAXACA,SAN LORENZO CACAOTEPEC,0,0,0
20228,20,OAXACA,SAN LORENZO CUAUNECUILTITLA,0,0,0
20229,20,OAXACA,SAN LORENZO TEXMELÚCAN,0,0,0
20230,20,OAXACA,SAN LORENZO VICTORIA,0,0,0
20231,20,OAXACA,SAN LUCAS CAMOTLÁN,0,0,0
20232,20,OAXACA,SAN LUCAS OJITLÁN,0,0,0
20233,20,OAXACA,SAN LUCAS QUIAVINÍ,0,0,0
20234,20,OAXACA,SAN LUCAS ZOQUIÁPAM,0,0,0
20235,20,OAXACA,SAN LUIS AMATLÁN,0,0,0
20236,20,OAXACA,SAN MARCIAL OZOLOTEPEC,0,0,0
20237,20,OAXACA,SAN MARCOS ARTEAGA,0,0,0
20238,20,OAXACA,SAN MARTÍN DE LOS CANSECOS,0,0,0
20239,20,OAXACA,SAN MARTÍN HUAMELÚLPAM,0,0,0
20240,20,OAXACA,SAN MARTÍN ITUNYOSO,0,0,0
20241,20,OAXACA,SAN MARTÍN LACHILÁ,0,0,0
20242,20,OAXACA,SAN MARTÍN PERAS,0,0,0
20243,20,OAXACA,SAN MARTÍN TILCAJETE,0,0,0
20244,20,OAXACA,SAN MARTÍN TOXPALAN,0,0,0
20245,20,OAXACA,SAN MARTÍN ZACATEPEC,0,0,0
20246,20,OAXACA,SAN MATEO CAJONOS,0,0,0
20247,20,OAXACA,CAPULÁLPAM DE MÉNDEZ,0,0,0
20248,20,OAXACA,SAN MATEO DEL MAR,0,0,0
20249,20,OAXACA,SAN MATEO YOLOXOCHITLÁN,0,0,0
20250,20,OAXACA,SAN MATEO ETLATONGO,0,0,0
20251,20,OAXACA,SAN MATEO NEJÁPAM,0,0,0
20252,20,OAXACA,SAN MATEO PEÑASCO,0,0,0
20253,20,OAXACA,SAN MATEO PIÑAS,0,0,0
20254,20,OAXACA,SAN MATEO RÍO HONDO,0,0,0
20255,20,OAXACA,SAN MATEO SINDIHUI,0,0,0
20256,20,OAXACA,SAN MATEO TLAPILTEPEC,0,0,0
20257,20,OAXACA,SAN MELCHOR BETAZA,0,0,0
20258,20,OAXACA,SAN MIGUEL ACHIUTLA,0,0,0
20259,20,OAXACA,SAN MIGUEL AHUEHUETITLÁN,0,0,0
20260,20,OAXACA,SAN MIGUEL ALOÁPAM,0,0,0
20261,20,OAXACA,SAN MIGUEL AMATITLÁN,0,0,0
20262,20,OAXACA,SAN MIGUEL AMATLÁN,0,0,0
20263,20,OAXACA,SAN MIGUEL COATLÁN,0,0,0
20264,20,OAXACA,SAN MIGUEL CHICAHUA,0,0,0
20265,20,OAXACA,SAN MIGUEL CHIMALAPA,0,0,0
20266,20,OAXACA,SAN MIGUEL DEL PUERTO,0,0,0
20267,20,OAXACA,SAN MIGUEL DEL RÍO,0,0,0
