"Censo Nacional de Seguridad Pública Federal 2019
Módulo 2: Seguridad Pública Federal
6,CMANAR5,,,Carácter,20,,Mariguana (kilogramos) - Tipo de producción - Hachís,"0-999999999999999, NA, NSS, ND, NULL"
7,CMANAR6,,,Carácter,20,,Mariguana (kilogramos) - Tipo de producción - Semillas,"0-999999999999999, NA, NSS, ND, NULL"
8,CMANAR8,,,Carácter,20,,Amapola (kilogramos) - Total,"0-999999999999999, NA, NSS, ND, NULL"
9,CMANAR9,,,Carácter,20,,Amapola (kilogramos) - Tipo de producción - Amapola,"0-999999999999999, NA, NSS, ND, NULL"
10,CMANAR10,,,Carácter,20,,Amapola (kilogramos) - Tipo de producción - Semillas,"0-999999999999999, NA, NSS, ND, NULL"
11,CMANAR11,,,Carácter,20,,Amapola (kilogramos) - Tipo de producción - Goma de opio,"0-999999999999999, NA, NSS, ND, NULL"
12,CMANAR12,,,Carácter,20,,Amapola (kilogramos) - Tipo de producción - Goma de amapola,"0-999999999999999, NA, NSS, ND, NULL"
13,CMANAR13,,,Carácter,20,,Amapola (kilogramos) - Tipo de producción - Heroína,"0-999999999999999, NA, NSS, ND, NULL"
14,CMANAR14,,,Carácter,20,,Amapola (kilogramos) - Tipo de producción - Morfina,"0-999999999999999, NA, NSS, ND, NULL"
,,,,,,,,
"Censo Nacional de Seguridad Pública Federal 2019
Módulo 2: Seguridad Pública Federal
Tema: Ejercicio de la función de seguridad pública federal",,,,,,,,
"Archivo: PRONACEN.dbf (Contiene variables que caracterizan a la Policía Federal de acuerdo con los probables narcóticos asegurados (LSD, MDA, Metilendioxianfetamina, Metanfetamina, Psicotrópicos), según entidad federativa donde se llevó a cabo el aseguramiento, tipo y unidad de medida, durante el año 2018.)",,,,,,,,
"Núm.de 
campo","Nombre de 
la columna",Origen,Descripción,"Tipo de 
dato",Longitud,Códigos válidos en la columna,,"Rango
(Los valores NA, NSS y ND equivalen a No aplica, No se sabe y No disponible, respectivamente)"
1,ENTIDAD,SECC I. 14,"Clasificación de la Policía Federal de acuerdo con los probables narcóticos asegurados (LSD, MDA, Metilendioxianfetamina, Metanfetamina, Psicotrópicos), según entidad federativa donde se llevó a cabo el aseguramiento, durante el año 2018.",Carácter,2,01,Aguascalientes,
,,,,,,02,Baja California,
,,,,,,03,Baja California Sur,
,,,,,,04,Campeche,
,,,,,,05,Coahuila de Zaragoza,
,,,,,,06,Colima,
,,,,,,07,Chiapas,
,,,,,,08,Chihuahua,
,,,,,,09,Ciudad de México,
,,,,,,10,Durango,
,,,,,,11,Guanajuato,
,,,,,,12,Guerrero,
,,,,,,13,Hidalgo,
,,,,,,14,Jalisco,
,,,,,,15,México,
,,,,,,16,Michoacán de Ocampo,
,,,,,,17,Morelos,
,,,,,,18,Nayarit,
,,,,,,19,Nuevo León,
,,,,,,20,Oaxaca,
,,,,,,21,Puebla,
,,,,,,22,Querétaro,
,,,,,,23,Quintana Roo,
,,,,,,24,San Luis Potosí,
,,,,,,25,Sinaloa,
,,,,,,26,Sonora,
,,,,,,27,Tabasco,
,,,,,,28,Tamaulipas,
,,,,,,29,Tlaxcala,
,,,,,,30,Veracruz de Ignacio de la Llave,
,,,,,,31,Yucatán,
,,,,,,32,Zacatecas,
,,,,,,99,No especificado,
2,LMPNAR1,SECC I. 14,"La cantidad de probables narcóticos (LSD, MDA, Metilendioxianfetamina, Metanfetamina, Psicotrópicos) asegurados por la Policía Federal, según entidad federativa donde se llevó a cabo el aseguramiento, tipo y unidad de medida, durante el año 2018.",Carácter,20,,Lisergida (LSD) (kilogramos),"0-999999999999999, NA, NSS, ND, NULL"
3,LMPNAR2,,,Carácter,20,,"MDA, Metilendioxianfetamina - Kilogramos","0-999999999999999, NA, NSS, ND, NULL"
4,LMPNAR3,,,Carácter,20,,"MDA, Metilendioxianfetamina - Unidades (tableta o cápsula)","0-999999999999999, NA, NSS, ND, NULL"
5,LMPNAR4,,,Carácter,20,,Metanfetamina - Kilogramos,"0-999999999999999, NA, NSS, ND, NULL"
6,LMPNAR5,,,Carácter,20,,Metanfetamina - Unidades (tableta o cápsula),"0-999999999999999, NA, NSS, ND, NULL"
7,LMPNAR6,,,Carácter,20,,Psicotrópicos - Unidades (tableta o cápsula),"0-999999999999999, NA, NSS, ND, NULL"
,,,,,,,,
"Censo Nacional de Seguridad Pública Federal 2019
Módulo 2: Seguridad Pública Federal
Tema: Ejercicio de la función de seguridad pública federal",,,,,,,,
"Archivo: VEHIASEG.dbf (Contiene variables que caracterizan a la Policía Federal de acuerdo con los vehículos asegurados, según su estatus y tipo, durante el año 2018.)",,,,,,,,
"Núm.de 
campo","Nombre de 
la columna",Origen,Descripción,"Tipo de 
dato",Longitud,Códigos válidos en la columna,,"Rango
(Los valores NA, NSS y ND equivalen a No aplica, No se sabe y No disponible, respectivamente)"
1,ESTATUSR,SECC I. 15,"Clasificación de la Policía Federal de acuerdo con los vehículos asegurados, según su estatus, durante el año 2018.",Numérico,1,1,Con reporte de robo,
,,,,,,2,Sin reporte de robo,
,,,,,,9,No especificado,
2,TIVEHITT,SECC I. 15,"La cantidad de vehículos asegurados por la Policía Federal, según su estatus y tipo, durante el año 2018.",Carácter,20,,Total,"0-999999999999999, NA, NSS, ND, NULL"
3,TIVEHI1,,,Carácter,20,,Terrestres,"0-999999999999999, NA, NSS, ND, NULL"
4,TIVEHI2,,,Carácter,20,,Aéreos,"0-999999999999999, NA, NSS, ND, NULL"
5,TIVEHI3,,,Carácter,20,,Marítimos,"0-999999999999999, NA, NSS, ND, NULL"
,,,,,,,,
"Censo Nacional de Seguridad Pública Federal 2019
Módulo 2: Seguridad Pública Federal
Tema: Ejercicio de la función de seguridad pública federal",,,,,,,,
"Archivo: VEHI_ENT.dbf (Contiene variables que caracterizan a la Policía Federal de acuerdo con los vehículos asegurados, según entidad federativa donde se llevó a cabo el aseguramiento, tipo y estatus, durante el año 2018.)",,,,,,,,
"Núm.de 
campo","Nombre de 
la columna",Origen,Descripción,"Tipo de 
dato",Longitud,Códigos válidos en la columna,,"Rango
(Los valores NA, NSS y ND equivalen a No aplica, No se sabe y No disponible, respectivamente)"
1,ENTIDAD,SECC I. 16,"Clasificación de la Policía Federal de acuerdo con los vehículos asegurados, según entidad federativa donde se llevó a cabo el aseguramiento, durante el año 2018.",Carácter,2,01,Aguascalientes,
,,,,,,02,Baja California,
,,,,,,03,Baja California Sur,
,,,,,,04,Campeche,
,,,,,,05,Coahuila de Zaragoza,
,,,,,,06,Colima,
,,,,,,07,Chiapas,
,,,,,,08,Chihuahua,
,,,,,,09,Ciudad de México,
,,,,,,10,Durango,
,,,,,,11,Guanajuato,
,,,,,,12,Guerrero,
,,,,,,13,Hidalgo,
,,,,,,14,Jalisco,
,,,,,,15,México,
,,,,,,16,Michoacán de Ocampo,
,,,,,,17,Morelos,
,,,,,,18,Nayarit,
,,,,,,19,Nuevo León,
,,,,,,20,Oaxaca,
,,,,,,21,Puebla,
,,,,,,22,Querétaro,
,,,,,,23,Quintana Roo,
,,,,,,24,San Luis Potosí,
,,,,,,25,Sinaloa,
,,,,,,26,Sonora,
,,,,,,27,Tabasco,
,,,,,,28,Tamaulipas,
,,,,,,29,Tlaxcala,
,,,,,,30,Veracruz de Ignacio de la Llave,
,,,,,,31,Yucatán,
,,,,,,32,Zacatecas,
,,,,,,99,No especificado,
2,VEHROBTT,SECC I. 16,"La cantidad de vehículos asegurados por la Policía Federal, según entidad federativa donde se llevó a cabo el aseguramiento, tipo y estatus, durante el año 2018.",Carácter,20,,Total,"0-999999999999999, NA, NSS, ND, NULL"
3,VEHROB1,,,Carácter,20,,Con reporte de robo,"0-999999999999999, NA, NSS, ND, NULL"
4,VEHROB2,,,Carácter,20,,Sin reporte de robo,"0-999999999999999, NA, NSS, ND, NULL"
5,VEHROB3,,,Carácter,20,,Terrestres - Con reporte de robo,"0-999999999999999, NA, NSS, ND, NULL"
6,VEHROB4,,,Carácter,20,,Terrestres - Sin reporte de robo,"0-999999999999999, NA, NSS, ND, NULL"
7,VEHROB5,,,Carácter,20,,Aéreos - Con reporte de robo,"0-999999999999999, NA, NSS, ND, NULL"
8,VEHROB6,,,Carácter,20,,Aéreos - Sin reporte de robo,"0-999999999999999, NA, NSS, ND, NULL"
9,VEHROB7,,,Carácter,20,,Marítimos - Con reporte de robo,"0-999999999999999, NA, NSS, ND, NULL"
10,VEHROB8,,,Carácter,20,,Marítimos - Sin reporte de robo,"0-999999999999999, NA, NSS, ND, NULL"
,,,,,,,,
"Censo Nacional de Seguridad Pública Federal 2019
Módulo 2: Seguridad Pública Federal
Tema: Ejercicio de la función de seguridad pública federal",,,,,,,,
"Archivo: METALMED.dbf (Contiene variables que caracterizan a la Policía Federal de acuerdo con los bienes asegurados (metales), según unidad de medida y tipo, durante el año 2018.)",,,,,,,,
"Núm.de 
campo","Nombre de 
la columna",Origen,Descripción,"Tipo de 
dato",Longitud,Códigos válidos en la columna,,"Rango
(Los valores NA, NSS y ND equivalen a No aplica, No se sabe y No disponible, respectivamente)"
1,UNIMEDID,SECC I. 17,"Clasificación de la Policía Federal de acuerdo con los bienes asegurados (metales), según unidad de medida, durante el año 2018.",Numérico,1,1,Piezas,
,,,,,,2,Kilos,
2,METALETT,SECC I. 17,"La cantidad de bienes asegurados (metales) por la Policía Federal, según unidad de medida y tipo, durante el año 2018.",Carácter,20,,Total,"0-999999999999999, NA, NSS, ND, NULL"
3,METALE1,,,Carácter,20,,Barras de oro,"0-999999999999999, NA, NSS, ND, NULL"
4,METALE2,,,Carácter,20,,Lingotes de plata,"0-999999999999999, NA, NSS, ND, NULL"
5,METALE3,,,Carácter,20,,Monedas de plata,"0-999999999999999, NA, NSS, ND, NULL"
6,METALE4,,,Carácter,20,,Onzas de plata,"0-999999999999999, NA, NSS, ND, NULL"
7,METALE5,,,Carácter,20,,Plata,"0-999999999999999, NA, NSS, ND, NULL"
,,,,,,,,
"Censo Nacional de Seguridad Pública Federal 2019
Módulo 2: Seguridad Pública Federal
Tema: Ejercicio de la función de seguridad pública federal",,,,,,,,
"Archivo: DINE_FAU.dbf (Contiene variables que caracterizan a la Policía Federal de acuerdo con los bienes asegurados (dinero y fauna), según tipo, durante el año 2018.)",,,,,,,,
"Núm.de 
campo","Nombre de 
la columna",Origen,Descripción,"Tipo de 
dato",Longitud,Códigos válidos en la columna,,"Rango
(Los valores NA, NSS y ND equivalen a No aplica, No se sabe y No disponible, respectivamente)"
1,DINFAU1,SECC I. 17,"La cantidad de bienes asegurados (dinero y fauna) por la Policía Federal, según tipo, durante el año 2018.",Carácter,20,,Dinero - Nacional (Pesos),"0-999999999999999, NA, NSS, ND, NULL"
2,DINFAU2,,,Carácter,20,,Dinero - Extranjero - Dólares,"0-999999999999999, NA, NSS, ND, NULL"
3,DINFAU3,,,Carácter,20,,Dinero - Extranjero - Euros,"0-999999999999999, NA, NSS, ND, NULL"
4,DINFAU4,,,Carácter,20,,Dinero - Extranjero - Yenes,"0-999999999999999, NA, NSS, ND, NULL"
5,DINFAU5,,,Carácter,20,,Fauna (Ejemplares) - Ganado,"0-999999999999999, NA, NSS, ND, NULL"
6,DINFAU6,,,Carácter,20,,Fauna (Ejemplares) - Fauna silvestre,"0-999999999999999, NA, NSS, ND, NULL"
,,,,,,,,
"Censo Nacional de Seguridad Pública Federal 2019
Módulo 2: Seguridad Pública Federal
Tema: Ejercicio de la función de seguridad pública federal",,,,,,,,
"Archivo: EQCOMUNI.dbf (Contiene variables que caracterizan a la Policía Federal de acuerdo con los bienes asegurados (equipos de comunicación), según tipo, durante el año 2018.)",,,,,,,,
"Núm.de 
campo","Nombre de 
la columna",Origen,Descripción,"Tipo de 
dato",Longitud,Códigos válidos en la columna,,"Rango
(Los valores NA, NSS y ND equivalen a No aplica, No se sabe y No disponible, respectivamente)"
1,COMUNITT,SECC I. 17,"La cantidad de bienes asegurados (equipo de comunicación) por la Policía Federal, según tipo, durante el año 2018.",Carácter,20,,Total,"0-999999999999999, NA, NSS, ND, NULL"
2,COMUNI1,,,Carácter,20,,Equipos de comunicación (Piezas) - Celulares,"0-999999999999999, NA, NSS, ND, NULL"
3,COMUNI2,,,Carácter,20,,Equipos de comunicación (Piezas) - Antenas,"0-999999999999999, NA, NSS, ND, NULL"
4,COMUNI3,,,Carácter,20,,Equipos de comunicación (Piezas) - Equipos de radiocomunicación,"0-999999999999999, NA, NSS, ND, NULL"
,,,,,,,,
"Censo Nacional de Seguridad Pública Federal 2019
Módulo 2: Seguridad Pública Federal
Tema: Ejercicio de la función de seguridad pública federal",,,,,,,,
"Archivo: META_ENT.dbf (Contiene variables que caracterizan a la Policía Federal de acuerdo con los bienes asegurados (metales), según la entidad federativa donde se llevó a cabo el aseguramiento, tipo y unidad de medida, durante el año 2018.)",,,,,,,,
"Núm.de 
campo","Nombre de 
la columna",Origen,Descripción,"Tipo de 
dato",Longitud,Códigos válidos en la columna,,"Rango
(Los valores NA, NSS y ND equivalen a No aplica, No se sabe y No disponible, respectivamente)"
1,ENTIDAD,SECC I. 18,"Clasificación de la Policía Federal de acuerdo con los bienes asegurados (metales), según la entidad federativa donde se llevó a cabo el aseguramiento, durante el año 2018.",Carácter,2,01,Aguascalientes,
,,,,,,02,Baja California,
,,,,,,03,Baja California Sur,
,,,,,,04,Campeche,
,,,,,,05,Coahuila de Zaragoza,
,,,,,,06,Colima,
,,,,,,07,Chiapas,
,,,,,,08,Chihuahua,
,,,,,,09,Ciudad de México,
,,,,,,10,Durango,
,,,,,,11,Guanajuato,
,,,,,,12,Guerrero,
,,,,,,13,Hidalgo,
,,,,,,14,Jalisco,
,,,,,,15,México,
,,,,,,16,Michoacán de Ocampo,
,,,,,,17,Morelos,
,,,,,,18,Nayarit,
,,,,,,19,Nuevo León,
,,,,,,20,Oaxaca,
,,,,,,21,Puebla,
,,,,,,22,Querétaro,
,,,,,,23,Quintana Roo,
,,,,,,24,San Luis Potosí,
,,,,,,25,Sinaloa,
,,,,,,26,Sonora,
,,,,,,27,Tabasco,
,,,,,,28,Tamaulipas,
,,,,,,29,Tlaxcala,
,,,,,,30,Veracruz de Ignacio de la Llave,
,,,,,,31,Yucatán,
,,,,,,32,Zacatecas,
,,,,,,99,No especificado,
2,METMED1,SECC I. 18,"La cantidad de bienes asegurados (metales) por la Policía Federal, según la entidad federativa donde se llevó a cabo el aseguramiento, tipo y unidad de medida, durante el año 2018.",Carácter,20,,Total - Kilos,"0-999999999999999, NA, NSS, ND, NULL"
3,METMED2,,,Carácter,20,,Total - Piezas,"0-999999999999999, NA, NSS, ND, NULL"
4,METMED3,,,Carácter,20,,Barras de oro - Kilos,"0-999999999999999, NA, NSS, ND, NULL"
5,METMED4,,,Carácter,20,,Barras de oro - Piezas,"0-999999999999999, NA, NSS, ND, NULL"
6,METMED5,,,Carácter,20,,Lingotes de plata - Kilos,"0-999999999999999, NA, NSS, ND, NULL"
7,METMED6,,,Carácter,20,,Lingotes de plata - Piezas,"0-999999999999999, NA, NSS, ND, NULL"
8,METMED7,,,Carácter,20,,Monedas de plata - Kilos,"0-999999999999999, NA, NSS, ND, NULL"
9,METMED8,,,Carácter,20,,Monedas de plata - Piezas,"0-999999999999999, NA, NSS, ND, NULL"
10,METMED9,,,Carácter,20,,Onzas de Plata - Kilos,"0-999999999999999, NA, NSS, ND, NULL"
11,METMED10,,,Carácter,20,,Onzas de Plata - Piezas,"0-999999999999999, NA, NSS, ND, NULL"
12,METMED11,,,Carácter,20,,Plata - Kilos,"0-999999999999999, NA, NSS, ND, NULL"
13,METMED12,,,Carácter,20,,Plata - Piezas,"0-999999999999999, NA, NSS, ND, NULL"
,,,,,,,,
"Censo Nacional de Seguridad Pública Federal 2019
Módulo 2: Seguridad Pública Federal
Tema: Ejercicio de la función de seguridad pública federal",,,,,,,,
"Archivo: DIFAU_EN.dbf (Contiene variables que caracterizan a la Policía Federal de acuerdo con los bienes asegurados (dinero y fauna), según la entidad federativa donde se llevó a cabo el aseguramiento y tipo, durante el año 2018.)",,,,,,,,
"Núm.de 
campo","Nombre de 
la columna",Origen,Descripción,"Tipo de 
dato",Longitud,Códigos válidos en la columna,,"Rango
(Los valores NA, NSS y ND equivalen a No aplica, No se sabe y No disponible, respectivamente)"
1,ENTIDAD,SECC I. 18,"Clasificación de la Policía Federal de acuerdo con los bienes asegurados (dinero y fauna), según la entidad federativa donde se llevó a cabo el aseguramiento, durante el año 2018.",Carácter,2,01,Aguascalientes,
,,,,,,02,Baja California,
,,,,,,03,Baja California Sur,
,,,,,,04,Campeche,
,,,,,,05,Coahuila de Zaragoza,
,,,,,,06,Colima,
,,,,,,07,Chiapas,
,,,,,,08,Chihuahua,
,,,,,,09,Ciudad de México,
,,,,,,10,Durango,
,,,,,,11,Guanajuato,
,,,,,,12,Guerrero,
,,,,,,13,Hidalgo,
,,,,,,14,Jalisco,
,,,,,,15,México,
,,,,,,16,Michoacán de Ocampo,
,,,,,,17,Morelos,
,,,,,,18,Nayarit,
,,,,,,19,Nuevo León,
,,,,,,20,Oaxaca,
,,,,,,21,Puebla,
,,,,,,22,Querétaro,
,,,,,,23,Quintana Roo,
,,,,,,24,San Luis Potosí,
,,,,,,25,Sinaloa,
,,,,,,26,Sonora,
,,,,,,27,Tabasco,
,,,,,,28,Tamaulipas,
,,,,,,29,Tlaxcala,
,,,,,,30,Veracruz de Ignacio de la Llave,
,,,,,,31,Yucatán,
,,,,,,32,Zacatecas,
,,,,,,99,No especificado,
2,DINFAU1,SECC I. 18,"La cantidad de bienes asegurados (dinero y fauna) por la Policía Federal, según la entidad federativa donde se llevó a cabo el aseguramiento y tipo, durante el año 2018.",Carácter,20,,Dinero - Nacional (Pesos),"0-999999999999999, NA, NSS, ND, NULL"
3,DINFAU2,,,Carácter,20,,Dinero - Extranjero - Dólares,"0-999999999999999, NA, NSS, ND, NULL"
4,DINFAU3,,,Carácter,20,,Dinero - Extranjero - Euros,"0-999999999999999, NA, NSS, ND, NULL"
5,DINFAU4,,,Carácter,20,,Dinero - Extranjero - Yenes,"0-999999999999999, NA, NSS, ND, NULL"
6,DINFAU5,,,Carácter,20,,Fauna (Ejemplares) - Ganado,"0-999999999999999, NA, NSS, ND, NULL"
7,DINFAU6,,,Carácter,20,,Fauna (Ejemplares) - Fauna silvestre,"0-999999999999999, NA, NSS, ND, NULL"
,,,,,,,,
"Censo Nacional de Seguridad Pública Federal 2019
Módulo 2: Seguridad Pública Federal
Tema: Ejercicio de la función de seguridad pública federal",,,,,,,,
"Archivo: EQCOM_EN.dbf (Contiene variables que caracterizan a la Policía Federal de acuerdo con los bienes asegurados (equipos de comunicación), según la entidad federativa donde se llevó a cabo el aseguramiento y tipo, durante el año 2018.)",,,,,,,,
"Núm.de 
campo","Nombre de 
la columna",Origen,Descripción,"Tipo de 
dato",Longitud,Códigos válidos en la columna,,"Rango
(Los valores NA, NSS y ND equivalen a No aplica, No se sabe y No disponible, respectivamente)"
1,ENTIDAD,SECC I. 18,"Clasificación de la Policía Federal de acuerdo con los bienes asegurados (equipos de comunicación), según la entidad federativa donde se llevó a cabo el aseguramiento, durante el año 2018.",Carácter,2,01,Aguascalientes,
,,,,,,02,Baja California,
,,,,,,03,Baja California Sur,
,,,,,,04,Campeche,
,,,,,,05,Coahuila de Zaragoza,
,,,,,,06,Colima,
,,,,,,07,Chiapas,
,,,,,,08,Chihuahua,
,,,,,,09,Ciudad de México,
,,,,,,10,Durango,
,,,,,,11,Guanajuato,
,,,,,,12,Guerrero,
,,,,,,13,Hidalgo,
,,,,,,14,Jalisco,
,,,,,,15,México,
,,,,,,16,Michoacán de Ocampo,
,,,,,,17,Morelos,
,,,,,,18,Nayarit,
,,,,,,19,Nuevo León,
,,,,,,20,Oaxaca,
,,,,,,21,Puebla,
,,,,,,22,Querétaro,
,,,,,,23,Quintana Roo,
,,,,,,24,San Luis Potosí,
,,,,,,25,Sinaloa,
,,,,,,26,Sonora,
,,,,,,27,Tabasco,
,,,,,,28,Tamaulipas,
,,,,,,29,Tlaxcala,
,,,,,,30,Veracruz de Ignacio de la Llave,
,,,,,,31,Yucatán,
,,,,,,32,Zacatecas,
,,,,,,99,No especificado,
2,COMUNITT,SECC I. 18,"La cantidad de bienes asegurados (equipos de comunicación) por la Policía Federal, según la entidad federativa donde se llevó a cabo el aseguramiento y tipo, durante el año 2018.",Carácter,20,,Total,"0-999999999999999, NA, NSS, ND, NULL"
3,COMUNI1,,,Carácter,20,,Equipos de comunicación (Piezas) - Celulares,"0-999999999999999, NA, NSS, ND, NULL"
4,COMUNI2,,,Carácter,20,,Equipos de comunicación (Piezas) - Antenas,"0-999999999999999, NA, NSS, ND, NULL"
5,COMUNI3,,,Carácter,20,,Equipos de comunicación (Piezas) - Equipos de radiocomunicación,"0-999999999999999, NA, NSS, ND, NULL"
,,,,,,,,
"Censo Nacional de Seguridad Pública Federal 2019
Módulo 2: Seguridad Pública Federal
Tema: Ejercicio de la función de seguridad pública federal",,,,,,,,
"Archivo: PERLOCAL.dbf (Contiene variables que caracterizan a la Policía Federal de acuerdo con las personas localizadas, según su sexo, durante el año 2018.)",,,,,,,,
"Núm.de 
campo","Nombre de 
la columna",Origen,Descripción,"Tipo de 
dato",Longitud,Códigos válidos en la columna,,"Rango
(Los valores NA, NSS y ND equivalen a No aplica, No se sabe y No disponible, respectivamente)"
1,SEXOIDTT,SECC I. 19,"La cantidad de personas localizadas por la Policía Federal, según su sexo, durante el año 2018.",Carácter,20,,Total,"0-999999999999999, NA, NSS, ND, NULL"
2,SEXOID1,,,Carácter,20,,Hombres,"0-999999999999999, NA, NSS, ND, NULL"
3,SEXOID2,,,Carácter,20,,Mujeres,"0-999999999999999, NA, NSS, ND, NULL"
4,SEXOID3,,,Carácter,20,,No identificado,"0-999999999999999, NA, NSS, ND, NULL"
,,,,,,,,
"Censo Nacional de Seguridad Pública Federal 2019
Módulo 2: Seguridad Pública Federal
Tema: Ejercicio de la función de seguridad pública federal",,,,,,,,
"Archivo: PERLOCEN.dbf (Contiene variables que caracterizan a la Policía Federal de acuerdo con las personas localizadas, según entidad federativa donde se registró su localización y sexo, durante el año 2018.)",,,,,,,,
"Núm.de 
campo","Nombre de 
la columna",Origen,Descripción,"Tipo de 
dato",Longitud,Códigos válidos en la columna,,"Rango
(Los valores NA, NSS y ND equivalen a No aplica, No se sabe y No disponible, respectivamente)"
1,ENTIDAD,SECC I. 20,"Clasificación de la Policía Federal de acuerdo con las personas localizadas, según entidad federativa donde se registró su localización, durante el año 2018.",Carácter,2,01,Aguascalientes,
,,,,,,02,Baja California,
,,,,,,03,Baja California Sur,
,,,,,,04,Campeche,
,,,,,,05,Coahuila de Zaragoza,
,,,,,,06,Colima,
,,,,,,07,Chiapas,
,,,,,,08,Chihuahua,
,,,,,,09,Ciudad de México,
,,,,,,10,Durango,
,,,,,,11,Guanajuato,
,,,,,,12,Guerrero,
,,,,,,13,Hidalgo,
,,,,,,14,Jalisco,
,,,,,,15,México,
,,,,,,16,Michoacán de Ocampo,
,,,,,,17,Morelos,
,,,,,,18,Nayarit,
,,,,,,19,Nuevo León,
,,,,,,20,Oaxaca,
,,,,,,21,Puebla,
,,,,,,22,Querétaro,
,,,,,,23,Quintana Roo,
,,,,,,24,San Luis Potosí,
,,,,,,25,Sinaloa,
,,,,,,26,Sonora,
,,,,,,27,Tabasco,
,,,,,,28,Tamaulipas,
,,,,,,29,Tlaxcala,
,,,,,,30,Veracruz de Ignacio de la Llave,
,,,,,,31,Yucatán,
,,,,,,32,Zacatecas,
,,,,,,99,No especificado,
2,SEXOIDTT,SECC I. 20,"La cantidad de personas localizadas por la Policía Federal, según entidad federativa donde se registró su localización y sexo, durante el año 2018.",Carácter,20,,Total,"0-999999999999999, NA, NSS, ND, NULL"
3,SEXOID1,,,Carácter,20,,Hombres,"0-999999999999999, NA, NSS, ND, NULL"
4,SEXOID2,,,Carácter,20,,Mujeres,"0-999999999999999, NA, NSS, ND, NULL"
5,SEXOID3,,,Carácter,20,,No identificado,"0-999999999999999, NA, NSS, ND, NULL"
